Regulator	Molecule Type	Target genes	count	z-score	Direction
progesterone	chemical - endogenous mammalian	ABCB1, ABCB4, ACAT1, ACE, ACOT7, ACP5, ACPP, ACRBP, ACSL1, ACTA1, ACTA2, ACTB, ADAMDEC1, ADAMTS1, ADCYAP1, ADCYAP1R1, ADH5, ADIPOQ, ADM, ADRA2A, ADRB2, AEBP1, AGTR1, AKR1C3, AKR1C4, ALDH1A1, ALDH1A2, ALOX15, ALPL, AMPD3, AMY2A, ANKH, APOD, APOE, AQP1, AR, AREG, ARL14, ARL4A, ARNTL, ART3, ASGR1, ASGR2, ATF3, ATP1A2, ATP1B1, ATP6V1B2, AURKA, B3GALNT1, BAX, BCAT1, BCL2, BCL2L1, BDNF, BHLHE40, BMP2, BMP2K, BRCA1, BSG, C3, C5AR1, C9orf72, CA2, CA3, CADM1, CALCB, CAPRIN2, CASP3, CAV1, CCL2, CCNA2, CCNB1, CCNB2, CCND1, CCND3, CCNE1, CCNG1, CCR2, CCR3, CCR5, CD1D, CD40, CD82, CD86, CDC25A, CDC25C, CDH1, CDH11, CDH16, CDH2, CDK2, CDKN1A, CDKN1B, CDKN2A, CDKN2B, CDT1, CEBPB, CES1, CFB, CFD, CFTR, CHAT, CHERP, CIDEC, CITED2, CKMT1A/CKMT1B, CLCA1, CLDN3, CLDN4, CLDN5, CNDP2, CNR1, COL15A1, COMT, CP, CRCP, CRH, CRHR1, CRYAB, CSF1, CSF3R, CSN2, CST3, CTSF, CTSV, CXCL10, CXCL11, CXCL12, CXCL8, CXCR4, CYP11B1, CYP19A1, CYP1A1, CYP1B1, CYP26A1, CYP2A6 (includes others), CYP2B6, CYP2C8, CYP2E1, CYP2F1, CYP3A4, CYP3A5, DBP, DDIT3, DICER1, DKK1, DLC1, DPP4, DRD2, E2F3, ECE2, EDN3, EDNRA, EFNA1, EGF, EGFR, EGR1, ELOVL2, ENC1, ENG, ENPEP, ENPP1, ENPP2, EPAS1, ERBB2, ERRFI1, ESPL1, ESR1, ESR2, EZR, F2R, F3, FAAH, FASLG, FGFR2, FKBP3, FKBP5, FLT1, FMO5, FN1, FOS, FOXO1, FOXP3, FRAT2, FSHR, FST, FTH1, FUT9, G6PD, GABARAPL1, GABRB2, GABRD, GAD1, GAL, GALR1, GAP43, GARS, GAS6, GATA2, GCH1, GFAP, GGCT, GHR, GJA1, GJB2, GNMT, GNRH1, GNRHR, GPAM, GRIA1, GRINA, GSTA3, HBEGF, HDC, HEY1, HGF, HGFAC, HIF1A, HLA-DQB1, HLA-G, HMGCR, HOPX, HOXA10, HOXA11, HSD11B1, HSD11B2, HSD17B2, HSD17B4, HSPA8, HUNK, ICAM1, ID1, ID3, IDE, IDH2, IGF1, IGFBP1, IGFBP2, IGFBP3, IGFBP5, IHH, IL10, IL12A, IL12B, IL13, IL13RA2, IL15, IL1A, IL27, IL6, IL6R, INHA, INHBA, INMT, INSR, IRG1, IRS1, IRS2, ISG20, ITGA1, ITGA11, ITGA2, ITGA5, ITGB1, JAM2, JUNCES1, JUN, KCNAB1, KCNH2, KCNK1, KDR, KISS1, KLF10, KLF5, KLF9, KLK1, KLK2, KLK3, KRT15, KRT5, KRT7, LAMA2, LAMB3, LCN2, LEFTY2, LEPR, LEPROT, LGALS1, LGALS3, LGR5, LHB, LHCGR, LIF, LIPE, LITAF, LMO7, LPIN1, LPL, LRP2, LTF, LXN, MAOA, MBP, MCOLN2, MDM2, ME1, MINOS1-NBL1/NBL1, MME, MMP1, MMP13, MMP2, MMP26, MMP3, MMP7, MMP9, MPO, MPZ, MRC1, MT2A, MUC1, MYB, MYC, MYCN, MYD88, MYO1D, NCAM1, NCAPH, NDRG2, NEDD9, NET1, NFIL3, NFKBIA, NME2, NOS2, NOS3, NPC1, NPL, NPY, NPY1R, NR1H3, NR3C2, NR4A1, NRP1, NTF3, NTF4, NTRK1, NUDT3FTH1, NUDT3, OCLN, OXT, P2RX4, PARM1, PBX3, PCDH1, PCK1, PCNA, PCP4, PDK3, PDLIM1, PDPN, PDXDC1, PDZK1IP1, PEG3, PER2, PFKFB3, PGR, PGRMC1, PIGR, PIK3R1, PIP5K1A, PLA2G7, PLIN4, PMP22, PNKD, POMC, POSTN, PPAP2B, PPM1B, PPP2CA, PPP2R5A, PRL, PRLR, PRNP, PROS1, PRPSAP1, PRSS23, PRSS35, PTBP3, PTGDS, PTGER1, PTGER2, PTGER3, PTGER4, PTGS2, PTX3, RAB11FIP5, RAP1B, RBP1, RBP4, RELN, REM1, RETN, RNASE4ABCB1, ACOX1, ADARB1, AK3, AMD1, AP1G1, BCL6, BIRC3, CA12, CEBPD, CREB3L2, CTDSPL, SMAD2, SMPDL3A, SOCS1, SOD2, SPHK1, SPINK1, SPP1, SPSB1, SRD5A1, SREBF1, SRSF7, SSTR1, SSTR3, ST3GAL1, ST3GAL4, STAT5A, STAT5B, STEAP1, STX18, SULT1E1, SYP, TACR1, TACSTD2, TAT, TBC1D8, TDO2, TERT, TGFB1, TGFB2, TGFB3, TGFBI, TGFBR1, TGFBR3, TGM1, THBD, THRSP, TIAM1, TIMP1, TIMP3, TIPARP, TJP2, TLR9, TNF, TNFRSF1A, TNFRSF21, TNFSF10, TNFSF11, TNS2, TNXB, TP53, TRAF5, TRPC1, TSLP, TTR, TYMP, UGCG, URB2, VDR, VEGFA, VEGFB, VIM, WFDC2, WISP2, WNT4, WNT5B, WNT7B, XDH, YWHAG, ZDHHC3, ZEB1, ZFHX3, ZNF354AABCB1, PHF21A, PIM2, PIP5K1B, PISD, PLK2, PPM1H, RAB27B, RAP2C, RASSF2, RNASE4, RRM2, RTN4, RYR3, S100A6, S100G, S100P, SCD, SCNN1B, SCNN1G, SFI1, SFRP4, SGK1, SHD, SIX4, SKP2, SLC1A5, SLC27A1, SLC2A3, SLC31A2	515.0	4.422000000000001	induced
prostaglandin E2	chemical - endogenous mammalian	ABCG1, ACTA2, ADAMTS1, AHR, ALOX15, ANGPT1, ANGPT2, ANGPTL4, ANXA2, APOA5, APP, AQP3, ARC, AREG, ATF3, ATP2A3, B3GALT5, BAK1, BAX, BCL2L1, BIRC3, BIRC5, BMP2, BRCA1, BTG1, C5AR1, CALCR, CAMP, CASP1, CASP14, CASP2, CASP3, CASP6, CASP7, CCL13, CCL2, CCL20, CCL22, CCL3, CCL3L3, CCL4, CCL5, CCL8, CCNB1, CCND1, CCR1, CCR4, CCR5, CCR6, CCR7, CD14, CD300E, CD40, CD44, CD46, CD55, CD69, CD80, CD83, CD86, CDH1, CDKN1A, CEBPB, CEBPD, CHGA, CNNM2, COL1A1, CREM, CSF1, CST7, CTGF, CTLA4, CXCL1, CXCL10, CXCL12, CXCL3, CXCL8, CXCR3, CXCR4, CYP19A1, CYTH1, CYTIP, DCN, DGAT1, DUSP1, DYNLL1, EEA1, EGFR, EGR1, EGR2, ENPP3, ERBB2, EREG, ESRRA, ETS1, F2R, F2RL1, FAS, FASLG, FASN, FBXO31, FLT1, FMOD, FN1, FOS, FOSB, FOSL1, FOSL2, FOXO1, FOXP3, FST, FSTL3, GCNT1, GFAP, GJA1, HDC, HIF1A, HMOX1, HSD3B2, IBSP, ICAM1, IDO1, IER3, IFITM5, IFNB1, IFNG, IGF1, IGF1R, IGFBP1, IGFBP4, IGFBP5, IGFBP7, IL10, IL12A, IL12B, IL12RB1, IL15RA, IL16, IL17A, IL17F, IL1A, IL1B, IL1R1, IL1R2, IL1RN, IL2, IL22, IL23A, IL23R, IL27, IL2RA, IL2RG, IL4I1, IL5, IL6, IL7R, IRF4, ITGA5, ITGAM, ITGB1, JAG2, JAK3, JUNCHGA, JUN, KLRC4-KLRK1/KLRK1, LEFTY2, LMNA, MAFB, MBTPS1, MCL1, MITF, MMP1, MMP13, MMP14, MMP19, MMP2, MMP9, MRC1, MUC2, MUC5AC, MXI1, MYC, MYOZ1, NEDD9, NFIL3, NFKBIA, NOS2, NR1H3, NR4A1, NR4A2, NR5A2, NRP1, NT5E, NTF4ABCG1, SOCS2, SOCS3, SP1, SP7, SPHK1, SRF, ST3GAL1, ST3GAL3, ST3GAL4, ST6GALNAC2, STAR, TBX21, TCF4, TGFA, TGFB1, TGFBR3, THBD, THBS1, THRSP, TJP1, TNF, TNFAIP6, TNFRSF11B, TNFSF11, TNFSF14, TOX4, TP53, TRAP1, TREM1, TSC22D3, TWIST1, UCP2, VEGFA, VEGFC, XRCC5, XRCC6ABCG1, PGR, PKLR, PLA2G4A, PLAU, PLK2, PPARG, PPBP, PRDM1, PRL, PTGER2, PTGER4, PTGES, PTGS1, PTGS2, RAB5A, RGS2, RIN1, RORC, RUNX2, S100A8, SCN9A, SLC12A1, SLC5A1	253.0	3.9080000000000004	induced
pyridaben	chemical toxicant	CRLF2, DGKI, DIP2B, DMRTA2, EGR4, INHBA, ITGB8, KCNA2, KCNMA1, KIAA1217, KIF1B, KLF2, KLHL15, LAMC2, LIFR, LRP4, MAPK15, MARCH9, MBOAT2, MKL2, MUC6, NFAT5, NFIB, NIPBL, NR4A1ADAM22, AMN, ATP8A2, BICD1, C9orf116, CACNA1E, CCDC88A, CCL19, CCL21, CDHR4, CEBPD, CEP290, STON2, STRBP, TBCK, TMEM42, TRPM3, TUSC1, UBXN7, UNC13C, UTP14C, ZBTB44, ZHX3, ZNF580	48.0	2.2319999999999998	induced
pyrrolidine dithiocarbamate	chemical reagent	ANXA1, ASS1, BCL2, BCL2A1, BCL2L1, BDKRB1, BIRC3, BMF, BMP2, CAV3, CCL2, CCL5, CCR2, CCR5, CD40, CD80, CFTR, COL1A1, CTGF, CX3CL1, CXCL1, CXCL10, CXCL2, CXCL3, CXCL5, CXCL6, CXCL8, CXCR4, CYP17A1, DUSP8, EPO, FABP4, FAM3B, GCLC, GCLM, GNAI2, GNB2L1, GZMB, HIF1A, HLA-DRA, HMOX1, ICAM1, IDO1, IFNG, IGF1, IGF1R, IL10, IL13, IL1B, IL6, IL9, IRF1, IRF7CFTR, IRF7, MAFG, MMP1, MMP13, MMP14, MMP2, MMP7, MMP9, MST1R, MYC, NFKB1, NFKBIA, NOS2, NOX1, NPPA, NR1I3, NR4A1GCLC, NR4A1, PDGFRA, PECAM1, PGK1, PLD1, PPARA, PPARG, PRF1, PSMB8, PTGS2, RELAANXA1, RELA, SAMSN1, SELE, SELP, SERPINE1, SFTPA1, SHH, SLC1A2, SLC2A1, SLC2A4, SOD2, SOX9	93.0	-4.478000000000001	repressed
reactive oxygen species	chemical toxicant	ABCC1, ACTA2, ADAM17, ADAM9, ADIPOQ, APEX1, BAX, BCL2, BCL2L1, CACNA1C, CASP1, CASP3, CAT, CCL2, CCL5, CD200, CD24, CD80, CDKN1A, CSF1R, CSF3, CTGF, CXCL8, CXCR4, DDB2, DDIT3, DEFB103A/DEFB103B, DEFB4A/DEFB4B, EDN1, EGFR, EIF4EBP1, ERBB2, ERBB3, ETS1, F3, FAS, FASLG, FGF2, FOXM1, FOXO3, G6PC, GADD45A, GCK, GLRX, GZMB, HIF1A, HMOX1, HPSE, HSPA5, ICAM1, IL13, IL1B, IL31, IL4, IL6, ITGB3, JUNCSF1R, JUN, LAMA1, LEP, LPIN1, MAFA, MCL1, MDM2, MMP1, MMP3, MUC5AC, MYC, NFE2L2, NFKB1, NOX3	71.0	5.654999999999999	induced
resiquimod	chemical drug	ACADS, AIF1, ANXA4, ARL5C, ATF3, ATP5A1, ATP5C1, ATP5J, ATP6V1B2, BATF, BCL2, BCL2A1, BST2, CALCA, CASP4, CAT, CCL11, CCL19, CCL2, CCL20, CCL24, CCL3L3, CCL4, CCL5, CD40, CD44, CD70, CD83, CD86, CHST9, CLEC4E, CMTM8, CPEB2, CREB5, CSF2, CSF3, CXCL1, CXCL10, CXCL12, CXCL2, CXCL3, CXCL8, DENND4C, DLD, DLL4, DPCR1, EBI3, ETS2, FAS, FCER2, FGF2, FH, GATA3, GDF15, GDF9, GM2A, GNG2, GPR84, GPX1, HERPUD1, HES1, HEY1, HHEX, HIVEP2, HSPB1, ICAM1, IER3, IFNA1/IFNA13, IFNA4, IFNB1, IFNG, IFNL1, IL10, IL12A, IL12B, IL13, IL15, IL16, IL17A, IL18, IL19, IL1A, IL1B, IL2, IL22, IL23A, IL27, IL2RA, IL33, IL36A, IL4, IL5, IL6, INHBA, IRAK1, IRAK2, IRAK3, IRF7, JUNCHST9, JUN, KCNMA1, LAP3, LIF, LMNA, LTA, MCL1, MRPS22, MSN, MYD88, NAMPT, NFKB1, NFKBIA, NFKBIZ, NOS2GATA3, NOS2, PARK7, PKM, PLAT, PLAU, PRDX1, PRDX6, PSMB2, PSMB4, PTGS2, PTX3, PYCARD, RAB7A, RAP1A	128.0	4.812	induced
resveratrol	chemical drug	ACTA2, ADAM17, ADIPOQ, AGER, AIF1, ALOX5, APAF1, APP, AR, ATF3, BAX, BCL2, BCL2A1, BCL2L1, BDNF, BGLAP, BIRC3, BIRC5, BMP2, BSG, CASP3, CAV3, CCL2, CCL3, CCL3L3, CCL5, CCNA1, CCNB1, CCND1, CCND2, CD14, CD36, CD69, CDH1, CDK2, CDK4, CDK6, CDKN1A, CDKN1B, CDKN2A, CHUK, CNBP, COX4I1, COX4I2, CPT1A, CREBBP, CS, CSF1R, CTNNB1, CTSK, CX3CL1, CX3CR1, CXCL10, CXCL2, CXCL8, CYBB, CYP1A1, CYP1A2, CYP1B1, CYP2E1, SOD1, SOD2, SOST, SPHK1, SPP1, SQSTM1, STAR, TFAM, TFF1, TFRC, TGFB1, TGFB2, TGM1, TICAM1, TNF, TNFRSF10A, TNFRSF10B, TNFRSF11A, TNFRSF11B, TNMD, TNS1, TP53, TP73, TRAF2, TYR, ULBP1, ULBP2, ULBP3, UQCRC2, VASP, VCAM1, VDR, XIAP, ZEB1, ZNF148, ZNF91ACTA2, PGR, PLAU, PLIN1, PON1, PPARG, PPARGC1A, PPP1R13B, PPP1R15A, PRKAA2, PRL, PSEN2, PSMB5, PTCH1, PTGS2, PTPN11, RAN, RELA, RICTOR, ROCK1, SARM1, SCX, SELP, SERPINB5, SERPINE1, SESN2, SHH, SIRT1, SIRT3, SLC10A2, SLC2A2, SLC5A5	127.0	0.0	
rifampin	chemical drug	ABCB1, ABCB10, ABCB11, ABCB4, ABCC1, ABCC2, ABCC3, ABCG1, ABHD2, ADRBK2, AGTR1, AKR1C1/AKR1C2, ALAS1, ARHGEF19, ATP10B, ATP2B1, AXIN2, BMP1, C12orf42, C9orf72, CARS, CCDC74B, CCNJ, CD14, CD24, CD36, CD59, CDCA7L, CEACAM5, CEACAM6, CEACAM7, CEACAM8, CEP135, CEP70, CES1, CES2, CFL1, COL6A1, CRYAB, CSF1, CTNNAL1, CXCL10, CYP1A1, CYP1A2, CYP24A1, CYP2A6 (includes others), CYP2B6, CYP2C19, CYP2C8, CYP2C9, CYP2D6, CYP2E1, CYP3A4, CYP3A5, CYP3A7, CYP4A11, CYP4B1, CYP7A1, CYP8B1, DSE, ECT2, EIF5, ELAVL1, ELK1, ENPP2, EPHA1, FGGY, FMO4, FMO5, GATA6, GBP2, GPRC5B, GSTA2, GSTP1, HMGB3, HMGN2, HMMR, HUNK, IFRD1, IL1B, IL2, ITGAMCES1, ITGAM, KIF14, LAMA3, MAOB, MATN2, ME1, METTL10, MGP, MME, MRPL47, MT1G, MT1H, MTL5, MYB, NAGK, NCAPH, NEIL3, NEUROD1, NOS2, NR0B2, NUF2ABCB1, SLC39A10, SLCO1B1, SPOCD1, SPP1, STIL, STYX, TBC1D9, TGIF2, TLR2, TMPRSS4, TNFRSF11B, TRIM31, TSKU, TSN, TWF2, USP13, USP18, WT1, XRCC5, ZNF107ABCB1, PLEC, PNRC2, PYROXD1, RACGAP1, RGS10, SERPINB1, SIRT6, SKA3	131.0	4.254	induced
ritonavir	chemical drug	ABCB1, ABCC2, ABHD2, ACAT2, ADIPOQ, ADRBK2, ALAS1, ARHGEF19, ATP10B, ATP2B1, AXIN2, BMP1, C12orf42, C9orf72, CARS, CCDC74B, CCNJ, CD36, CD59, CDCA7L, CEACAM5, CEACAM6, CEACAM7, CEACAM8, CEP135, CEP70, CFL1, CRP, CRYAB, CTNNAL1, CXCL8, CYP1A1, CYP2B6, CYP2C8, CYP3A4, CYP3A5, SLC39A10, SPOCD1, SQLE, SREBF1, SREBF2, STIL, STYX, TGIF2, TMEM140, TMPRSS4, TNF, TRIM31, TSC22D3, TSN, TWF2, USP13, USP18, VCAM1, VEGFA, WT1, XRCC5, ZNF107ABCB1, PLEC, PNRC2, PPARG, PYROXD1, RACGAP1, RDH11, RGS10, SC5D, SCD, SELE, SIRT6, SKA3	70.0	0.0	
rosiglitazone	chemical drug	ABCC9, ABCG1, ACAA2, ACADL, ACADM, ACADS, ACADVL, ACO2, ACSL1, ACSS2, ACTA1, ADA, ADAM8, ADAMTS1, ADGRE1, ADIPOQ, ADIPOR1, ADIPOR2, ADRB3, AGT, AHSG, ALOX5, ANGPTL3, ANGPTL4, AOC1, AOC3, APOA2, APOA5, APOC1, APOC4, APOE, APOL3, AQP2, AQP3, AQP7, ARG1, ASAH1, ASCL2, ATL1, ATP1A1, BAX, BCL2, BDNF, BIRC7, BRCA1, C1QA, C1QB, C1QC, C1QL3, C3, C4A/C4B, CASP3, CAT, CAV1, CAV2, CCKAR, CCL11, CCL15, CCL17, CCL2, CCL3L3, CCL5, CCND1, CCR2, CCRL2, CD164, CD1D, CD36, CD68, CD80, CD86, CDH1, CDKN1A, CEBPA, CFD, CGA, CGB (includes others), CIDEA, CIDEC, CIITA, CKM, CLEC7A, COL1A1, COL4A3BP, COX4I1, COX5A, COX7A1, CPT1A, CPT1B, CREB1, CRP, CS, CSF1, CTGF, CTNNB1, CXCL10, CXCL11, CXCL8, CXCL9, CYCS, CYP19A1, CYP24A1, CYP2B6, CYP3A4, DDHD1, DECR1, DGAT1, DGAT2, DHRS3, DLD, DLX5, DOK1, EBI3, ECH1, EDNRA, EGFR, EGLN1, EGLN2, EGLN3, EOMES, EPHX2, ERP44, ETFA, ETFDH, ETS1, F3, FABP1, FABP4, FABP5, FAM132A, FAM3A, FASN, FDX1, FFAR1, FGB, FGF1, FGF13, FGF21, FN1, FOS, FOSL1, FOXA2, FSHB, GAPDH, GATA3, GBP1, GBP2, GCK, GK, GOT1, GPA33, GPAM, GPD1, GPR65, GSTA1, GYG1, GYS2, H6PD, HADH, HAS1, HAS2, HGF, HLA-DRA, HMOX1, HP, HPGD, HPGDS, HSD11B1, HSPA5, HSPA9, HTR2B, ICAM1, IDH3A, IDH3B, IFIT2, IFNG, IGF1, IGF2, IGFBP1, IGFBP2, IGFBP5, IGFBP6, IL10, IL12B, IL13, IL18, IL1A, IL1B, IL1RN, IL2, IL21R, IL6, IL7R, ILK, INSIG1, INSR, IRF1, IRS1, IRS2, ITGAL, ITGAMCFD, ITGAM, KLB, KLF2, KLF4, KLK3, KRT18, KRT20, LAMB3, LCN2, LEP, LFNG, LHB, LIPE, LNPEP, LOX, LPIN1, LPL, LRG1, LRP1, LTB4R, MAN1A2, MAN1C1, MAT2A, MCM6, MCM7, MDH2, MET, MFN2, MGLL, MLYCD, MMP9, MPO, MR1, MSR1, MUC1, MUT, MX2, MYOG, NCK2, NGF, NOS2, NOS3, NOX1, NOX4, NPHS1, NPPA, NPPB, NPY, NR1D1, NR1H3, OAS1, OAS2, OAS3GAPDH, OAS3, OLR1, PC, PCCA, PCK1, PCNA, PDGFRA, PDHA1, PDX1, PEA15, PECAM1, PECR, PENK, PEX11A, PFKM, PHYH, PIK3R1, PLA2G15, PLCL1, PLIN1, PLIN2, PLIN5, PLTP, POSTN, POU2F1, PPAP2B, PPARA, PPARG, PPARGC1A, PPARGC1B, PPP2R1B, PRLR, PTEN, PTGES, PTGS2, PTPN1, PTPRO, RARB, RARRES2, RBP4, REN, RETN, RGS2, RORAABCC9, RORA, RUNX2, S100A8, S100A9, SAMHD1, SCARB1, SCD, SEMA3C, SERPINE1, SERPINF1, SGK1, SKI, SKP2, SLC12A1, SLC27A1, SLC27A2, SLC27A3, SLC27A4, SLC27A6, SLC2A1, SLC2A2, SLC2A4, SLC9A1, SLC9A3, SNAI1, SOAT1, SOCS1, SOCS3, SOD1, SOD2, SORBS1, SOST, SP1, SPN, SPON2, SREBF1	334.0	4.836333333333332	induced
rottlerin	chemical toxicant	ABCA1, APOBEC3A, APOBEC3B, APOBEC3F, APOBEC3G, AQP1, ATP6AP2, BAX, BIRC3, BIRC5, CASP2, CCND1, CCND3, CDK1, CDK4, CDK6, CDKN1A, CDKN2A, CIITA, CLDN1, CLDN4, CLDN7, COL1A1, COL3A1, CXCL3, CXCL8, DDIT3, DNMT1, ECE1, EEF2K, HMOX1, ICAM1, IFNG, IL10, IL13, IL2, IL4, IL5, ITGB1, IVL, JUNABCA1, TJP1, TJP2, TNF, TNFRSF10B, TYR, VCAM1, XIAP, ZFP36	49.0	-4.865	repressed
salmonella minnesota R595 lipopolysaccharides	chemical - endogenous non-mammalian	ACSL1, ADAM9, AK3, ARHGAP25, ATP6V1E1, AXL, BCL3, CASP4, CCL2, CCL20, CCL22, CCL3L3, CCL4, CCL5, CCL7, CCL8, CCNL2, CCRL2, CD38, CD80, CD83, CD86, CEBPD, CFLAR, CH25H, CMPK2, CXCL1, CXCL10, CXCL13, CXCL2, CXCL3, CXCL5, CXCL6, CXCL8, CXCL9, EDNRB, EGR1, ETS2, FOS, FOSB, FOSL1, FPR1, FPR2, GDF15, HLA-DMA, HLA-DMB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DRA, ICAM1, IFIT1B, IFIT2, IFNG, IKBKE, IL10, IL12A, IL12B, IL1A, IL1B, IL6, IRF1, IRF8, IRG1, ISG15, ITPR2, JAG1, JUN, JUNBCFLAR, JUNB, LPAR1, LZTFL1, MAFF, MCM2, MDFIC, MEFV, MET, MKI67, MT1A, MT1X, NFKB1, NFKB2, NFKBIA, NFKBIZ, OASLACSL1, C8orf44-SGK3/SGK3, PILRA, PSTPIP2, PTGS2, PTPRJ, RELB, RSAD2, SAMHD1, SERPINB2, SERPINE1, SLC7A2, SLFN12L, SLFN13, SLFN5, SOCS3	100.0	7.758000000000001	induced
simvastatin	chemical drug	ABCA1, ABCB4, ABCG1, ABCG5, ACMSD, ACP5, ACTA2, ACVR1, ADAMTS13, ADCYAP1R1, ADRB2, AGPAT6, AHSG, ANGPT2, ANXA1, ANXA3, APOA1, APOB, APOM, APP, AR, ARHGDIA, ARHGEF2, ASL, ATP13A1, AVP, BAX, BCL2, BCL2L1, BIRC5, BMP2, C12orf10, C5AR1, CACNA1C, CACNA1G, CALD1, CASP3, CCL2, CCL20, CCL3, CCND1, CCND2, CD14, CD40, CD40LG, CD55, CD81, CD9, CDH1, CDKN1A, CDKN1B, CIITA, COL10A1, COTL1, CRP, CTGF, CXCL2, CXCL3, CXCL8, CYBB, CYP2B6, CYP3A4, SOAT1, SOCS3, SOCS4, SPP1, ST6GALNAC4, STAT1, STAT4, STAT6, THBD, TIMM10, TIMP1, TLR2, TLR4, TNF, TNFRSF10B, TNFRSF11B, TYMS, UNC13A, VCAM1, VEGFA, VIM, VWF, XIAP, ZIK1, ZNF354AABCA1, PLAT, POLG, PON1, PPARA, PTGS2, RAC1, RAF1, RELA, RHOB, RHOU, RORC, S100A6, S1PR3, SCARB1, SDC4, SELE, SELP, SERPINE1, SLC16A7, SLC2A4	107.0	0.0	
